x,y,label
41728,9216,1
41984,9216,1
42240,9216,1
42496,9216,1
42752,9216,1
43008,9216,1
43264,9216,1
43520,9216,1
43776,9216,1
44032,9216,1
44288,9216,1
44544,9216,1
44800,9216,1
45056,9216,1
45312,9216,1
45568,9216,1
45824,9216,1
47360,9216,1
47616,9216,1
47872,9216,1
35584,9472,1
35840,9472,1
36096,9472,1
36352,9472,1
36608,9472,1
36864,9472,1
37120,9472,1
37376,9472,1
37632,9472,1
37888,9472,1
38144,9472,1
38400,9472,1
38656,9472,1
38912,9472,1
39168,9472,1
39424,9472,1
39680,9472,1
39936,9472,1
40192,9472,1
40448,9472,1
40960,9472,1
41216,9472,1
41472,9472,1
41728,9472,1
41984,9472,1
42240,9472,1
42496,9472,1
42752,9472,1
43008,9472,1
43264,9472,1
43520,9472,1
43776,9472,1
44032,9472,1
44288,9472,1
44544,9472,1
44800,9472,1
45056,9472,1
45312,9472,1
45568,9472,1
45824,9472,1
46080,9472,1
46336,9472,1
46592,9472,1
46848,9472,1
47104,9472,1
47360,9472,1
47616,9472,1
47872,9472,1
48128,9472,1
35072,9728,1
35328,9728,1
35584,9728,1
35840,9728,1
36096,9728,1
36352,9728,1
36608,9728,1
36864,9728,1
37120,9728,1
37376,9728,1
37632,9728,1
37888,9728,1
38144,9728,1
38400,9728,1
38656,9728,1
38912,9728,1
39168,9728,1
39424,9728,1
39680,9728,1
39936,9728,1
40192,9728,1
40448,9728,1
40704,9728,1
41216,9728,1
41472,9728,1
41728,9728,1
41984,9728,1
42240,9728,1
42496,9728,1
42752,9728,1
43520,9728,1
43776,9728,1
44032,9728,1
44288,9728,1
44544,9728,1
44800,9728,1
45056,9728,1
45312,9728,1
45568,9728,1
45824,9728,1
46080,9728,1
46336,9728,1
46592,9728,1
46848,9728,1
47104,9728,1
47360,9728,1
47616,9728,1
47872,9728,1
48128,9728,1
48384,9728,1
48640,9728,1
34560,9984,1
35072,9984,1
35328,9984,1
35584,9984,1
35840,9984,1
36096,9984,1
36352,9984,1
36608,9984,1
36864,9984,1
37120,9984,1
37376,9984,1
37632,9984,1
37888,9984,1
38144,9984,1
38400,9984,1
38656,9984,1
38912,9984,1
39168,9984,1
39424,9984,1
39680,9984,1
39936,9984,1
40192,9984,1
40448,9984,1
40704,9984,1
41216,9984,1
41472,9984,1
41728,9984,1
41984,9984,1
43520,9984,1
43776,9984,1
44032,9984,1
44288,9984,1
44544,9984,1
44800,9984,1
45056,9984,1
45312,9984,1
45568,9984,1
45824,9984,1
46080,9984,1
46336,9984,1
46592,9984,1
46848,9984,1
47104,9984,1
47360,9984,1
47616,9984,1
47872,9984,1
48128,9984,1
48384,9984,1
48640,9984,1
48896,9984,1
34816,10240,1
35072,10240,1
35328,10240,1
35584,10240,1
35840,10240,1
36096,10240,1
36352,10240,1
36608,10240,1
36864,10240,1
37120,10240,1
37376,10240,1
37632,10240,1
37888,10240,1
38144,10240,1
38400,10240,1
38656,10240,1
38912,10240,1
39168,10240,1
39424,10240,1
39680,10240,1
39936,10240,1
40192,10240,1
40448,10240,1
40704,10240,1
41216,10240,1
41472,10240,1
41728,10240,1
41984,10240,1
43264,10240,1
43520,10240,1
43776,10240,1
44032,10240,1
44288,10240,1
44544,10240,1
44800,10240,1
45056,10240,1
45312,10240,1
45568,10240,1
45824,10240,1
46080,10240,1
46336,10240,1
46592,10240,1
46848,10240,1
47104,10240,1
47360,10240,1
47616,10240,1
47872,10240,1
48128,10240,1
48384,10240,1
48640,10240,1
48896,10240,1
49152,10240,1
49408,10240,1
49664,10240,1
49920,10240,1
33024,10496,1
34048,10496,1
34304,10496,1
34560,10496,1
34816,10496,1
35072,10496,1
35328,10496,1
35584,10496,1
35840,10496,1
36096,10496,1
36352,10496,1
36608,10496,1
36864,10496,1
37120,10496,1
37376,10496,1
37632,10496,1
37888,10496,1
38144,10496,1
38400,10496,1
38656,10496,1
38912,10496,1
39168,10496,1
39424,10496,1
39680,10496,1
39936,10496,1
40192,10496,1
40448,10496,1
40704,10496,1
41216,10496,1
41472,10496,1
41728,10496,1
41984,10496,1
43264,10496,1
43520,10496,1
43776,10496,1
44032,10496,1
44288,10496,1
44544,10496,1
44800,10496,1
45056,10496,1
45312,10496,1
45568,10496,1
45824,10496,1
46080,10496,1
46336,10496,1
46592,10496,1
46848,10496,1
47104,10496,1
47360,10496,1
47616,10496,1
47872,10496,1
48128,10496,1
48384,10496,1
48640,10496,1
48896,10496,1
49152,10496,1
49408,10496,1
49664,10496,1
49920,10496,1
50176,10496,1
50432,10496,1
50688,10496,1
33792,10752,1
34048,10752,1
34304,10752,1
34560,10752,1
34816,10752,1
35072,10752,1
35328,10752,1
35584,10752,1
35840,10752,1
36096,10752,1
36352,10752,1
36608,10752,1
36864,10752,1
37120,10752,1
37376,10752,1
37632,10752,1
37888,10752,1
38144,10752,1
38400,10752,1
38656,10752,1
38912,10752,1
39168,10752,1
39424,10752,1
39680,10752,1
39936,10752,1
40192,10752,1
40448,10752,1
40704,10752,1
41216,10752,1
41472,10752,1
41728,10752,1
41984,10752,1
42240,10752,1
43264,10752,1
43520,10752,1
43776,10752,1
44032,10752,1
44288,10752,1
44544,10752,1
44800,10752,1
45056,10752,1
45312,10752,1
45568,10752,1
45824,10752,1
46080,10752,1
46336,10752,1
46592,10752,1
46848,10752,1
47104,10752,1
47360,10752,1
47616,10752,1
47872,10752,1
48128,10752,1
48384,10752,1
48640,10752,1
48896,10752,1
49152,10752,1
49408,10752,1
49664,10752,1
49920,10752,1
50176,10752,1
50432,10752,1
50688,10752,1
50944,10752,1
51200,10752,1
51456,10752,1
76800,10752,1
77056,10752,1
77312,10752,1
77568,10752,1
33536,11008,1
33792,11008,1
34048,11008,1
34304,11008,1
34560,11008,1
34816,11008,1
35072,11008,1
35328,11008,1
35584,11008,1
35840,11008,1
36096,11008,1
36352,11008,1
36608,11008,1
36864,11008,1
37120,11008,1
37376,11008,1
37632,11008,1
37888,11008,1
38144,11008,1
38400,11008,1
38656,11008,1
38912,11008,1
39168,11008,1
39424,11008,1
39680,11008,1
39936,11008,1
40192,11008,1
40448,11008,1
40704,11008,1
40960,11008,1
41216,11008,1
41472,11008,1
41728,11008,1
41984,11008,1
42240,11008,1
43264,11008,1
43520,11008,1
43776,11008,1
44032,11008,1
44288,11008,1
44544,11008,1
44800,11008,1
45056,11008,1
45312,11008,1
45568,11008,1
45824,11008,1
46080,11008,1
46336,11008,1
46592,11008,1
46848,11008,1
47104,11008,1
47360,11008,1
47616,11008,1
47872,11008,1
48128,11008,1
48384,11008,1
48640,11008,1
48896,11008,1
49152,11008,1
49408,11008,1
49664,11008,1
49920,11008,1
50176,11008,1
50432,11008,1
50688,11008,1
50944,11008,1
51200,11008,1
51456,11008,1
51712,11008,1
76544,11008,1
76800,11008,1
77056,11008,1
77312,11008,1
77568,11008,1
33024,11264,1
33280,11264,1
33536,11264,1
33792,11264,1
34048,11264,1
34304,11264,1
34560,11264,1
34816,11264,1
35072,11264,1
35328,11264,1
35584,11264,1
35840,11264,1
36096,11264,1
36352,11264,1
36608,11264,1
36864,11264,1
37120,11264,1
37376,11264,1
37632,11264,1
37888,11264,1
38144,11264,1
38400,11264,1
38656,11264,1
38912,11264,1
39168,11264,1
39424,11264,1
39680,11264,1
39936,11264,1
40192,11264,1
40448,11264,1
40704,11264,1
40960,11264,1
41216,11264,1
41472,11264,1
41728,11264,1
41984,11264,1
42240,11264,1
43264,11264,1
43520,11264,1
43776,11264,1
44032,11264,1
44288,11264,1
44544,11264,1
44800,11264,1
45056,11264,1
45312,11264,1
45568,11264,1
45824,11264,1
46080,11264,1
46336,11264,1
46592,11264,1
46848,11264,1
47104,11264,1
47360,11264,1
47616,11264,1
47872,11264,1
48128,11264,1
48384,11264,1
48640,11264,1
48896,11264,1
49152,11264,1
49408,11264,1
49664,11264,1
49920,11264,1
50176,11264,1
50432,11264,1
50688,11264,1
50944,11264,1
51200,11264,1
51456,11264,1
51712,11264,1
51968,11264,1
52224,11264,1
31488,11520,1
31744,11520,1
32000,11520,1
32256,11520,1
32768,11520,1
33024,11520,1
33280,11520,1
33536,11520,1
33792,11520,1
34048,11520,1
34304,11520,1
34560,11520,1
34816,11520,1
35072,11520,1
35328,11520,1
35584,11520,1
35840,11520,1
36096,11520,1
36352,11520,1
36608,11520,1
36864,11520,1
37120,11520,1
37376,11520,1
37632,11520,1
37888,11520,1
38144,11520,1
38400,11520,1
38656,11520,1
38912,11520,1
39168,11520,1
39424,11520,1
39680,11520,1
39936,11520,1
40192,11520,1
40448,11520,1
40704,11520,1
40960,11520,1
41216,11520,1
41472,11520,1
41728,11520,1
41984,11520,1
42240,11520,1
43008,11520,1
43264,11520,1
43520,11520,1
43776,11520,1
44032,11520,1
44288,11520,1
44544,11520,1
44800,11520,1
45056,11520,1
45312,11520,1
45568,11520,1
45824,11520,1
46080,11520,1
46336,11520,1
46592,11520,1
46848,11520,1
47104,11520,1
47360,11520,1
47616,11520,1
47872,11520,1
48128,11520,1
48384,11520,1
48640,11520,1
48896,11520,1
49152,11520,1
49408,11520,1
49664,11520,1
49920,11520,1
50176,11520,1
50432,11520,1
50688,11520,1
50944,11520,1
51200,11520,1
51456,11520,1
51712,11520,1
51968,11520,1
52224,11520,1
52480,11520,1
52736,11520,1
31488,11776,1
31744,11776,1
32000,11776,1
32256,11776,1
32512,11776,1
32768,11776,1
33024,11776,1
33280,11776,1
33536,11776,1
33792,11776,1
34048,11776,1
34304,11776,1
34560,11776,1
34816,11776,1
35072,11776,1
35328,11776,1
35584,11776,1
35840,11776,1
36096,11776,1
36352,11776,1
36608,11776,1
36864,11776,1
37120,11776,1
37376,11776,1
37632,11776,1
37888,11776,1
38144,11776,1
38400,11776,1
38656,11776,1
38912,11776,1
39168,11776,1
39424,11776,1
39680,11776,1
39936,11776,1
40192,11776,1
40448,11776,1
40704,11776,1
40960,11776,1
41216,11776,1
41472,11776,1
41728,11776,1
41984,11776,1
42240,11776,1
42752,11776,1
43008,11776,1
43264,11776,1
43520,11776,1
43776,11776,1
44032,11776,1
44288,11776,1
44544,11776,1
44800,11776,1
45056,11776,1
45312,11776,1
45568,11776,1
45824,11776,1
46080,11776,1
46336,11776,1
46592,11776,1
46848,11776,1
47104,11776,1
47360,11776,1
47616,11776,1
47872,11776,1
48128,11776,1
48384,11776,1
48640,11776,1
48896,11776,1
49152,11776,1
49408,11776,1
49664,11776,1
49920,11776,1
50176,11776,1
50432,11776,1
50688,11776,1
50944,11776,1
51200,11776,1
51456,11776,1
51712,11776,1
51968,11776,1
52224,11776,1
52480,11776,1
52736,11776,1
52992,11776,1
54272,11776,1
30976,12032,1
31232,12032,1
31488,12032,1
31744,12032,1
32000,12032,1
32256,12032,1
32512,12032,1
32768,12032,1
33024,12032,1
33280,12032,1
33536,12032,1
33792,12032,1
34048,12032,1
34304,12032,1
34560,12032,1
34816,12032,1
35072,12032,1
35328,12032,1
35584,12032,1
35840,12032,1
36096,12032,1
36352,12032,1
36608,12032,1
36864,12032,1
37120,12032,1
37376,12032,1
37632,12032,1
37888,12032,1
38144,12032,1
38400,12032,1
38656,12032,1
38912,12032,1
39168,12032,1
39424,12032,1
39680,12032,1
39936,12032,1
40192,12032,1
40448,12032,1
40704,12032,1
40960,12032,1
41216,12032,1
41472,12032,1
41728,12032,1
41984,12032,1
42240,12032,1
42752,12032,1
43008,12032,1
43264,12032,1
43520,12032,1
43776,12032,1
44032,12032,1
44288,12032,1
44544,12032,1
44800,12032,1
45056,12032,1
45312,12032,1
45568,12032,1
45824,12032,1
46080,12032,1
46336,12032,1
46592,12032,1
46848,12032,1
47104,12032,1
47360,12032,1
47616,12032,1
47872,12032,1
48128,12032,1
48384,12032,1
48640,12032,1
48896,12032,1
49152,12032,1
49408,12032,1
49664,12032,1
49920,12032,1
50176,12032,1
50432,12032,1
50688,12032,1
50944,12032,1
51200,12032,1
51456,12032,1
51712,12032,1
51968,12032,1
52224,12032,1
52480,12032,1
52736,12032,1
52992,12032,1
53248,12032,1
53504,12032,1
53760,12032,1
54016,12032,1
54272,12032,1
54528,12032,1
54784,12032,1
30208,12288,1
30720,12288,1
30976,12288,1
31232,12288,1
31488,12288,1
31744,12288,1
32000,12288,1
32256,12288,1
32512,12288,1
32768,12288,1
33024,12288,1
33280,12288,1
33536,12288,1
33792,12288,1
34048,12288,1
34304,12288,1
34560,12288,1
34816,12288,1
35072,12288,1
35328,12288,1
35584,12288,1
35840,12288,1
36096,12288,1
36352,12288,1
36608,12288,1
36864,12288,1
37120,12288,1
37376,12288,1
37632,12288,1
37888,12288,1
38144,12288,1
38400,12288,1
38656,12288,1
38912,12288,1
39168,12288,1
39424,12288,1
39680,12288,1
39936,12288,1
40192,12288,1
40448,12288,1
40704,12288,1
40960,12288,1
41216,12288,1
41472,12288,1
41728,12288,1
41984,12288,1
42240,12288,1
42752,12288,1
43008,12288,1
43264,12288,1
43520,12288,1
43776,12288,1
44032,12288,1
44288,12288,1
44544,12288,1
44800,12288,1
45056,12288,1
45312,12288,1
45568,12288,1
45824,12288,1
46080,12288,1
46336,12288,1
46592,12288,1
46848,12288,1
47104,12288,1
47360,12288,1
47616,12288,1
47872,12288,1
48128,12288,1
48384,12288,1
48640,12288,1
48896,12288,1
49152,12288,1
49408,12288,1
49664,12288,1
49920,12288,1
50176,12288,1
50432,12288,1
50688,12288,1
50944,12288,1
51200,12288,1
51456,12288,1
51712,12288,1
51968,12288,1
52224,12288,1
52480,12288,1
52736,12288,1
52992,12288,1
53248,12288,1
53504,12288,1
53760,12288,1
54016,12288,1
54272,12288,1
54528,12288,1
54784,12288,1
55040,12288,1
69632,12288,1
69888,12288,1
31488,12544,1
32000,12544,1
32256,12544,1
32512,12544,1
32768,12544,1
33024,12544,1
33280,12544,1
33536,12544,1
33792,12544,1
34048,12544,1
34304,12544,1
34560,12544,1
34816,12544,1
35072,12544,1
35328,12544,1
35584,12544,1
35840,12544,1
36096,12544,1
36352,12544,1
36608,12544,1
36864,12544,1
37120,12544,1
37376,12544,1
37632,12544,1
37888,12544,1
38144,12544,1
38400,12544,1
38656,12544,1
38912,12544,1
39168,12544,1
39424,12544,1
39680,12544,1
39936,12544,1
40192,12544,1
40448,12544,1
40704,12544,1
40960,12544,1
41216,12544,1
41472,12544,1
41728,12544,1
41984,12544,1
42240,12544,1
42496,12544,1
42752,12544,1
43008,12544,1
43264,12544,1
43520,12544,1
43776,12544,1
44032,12544,1
44288,12544,1
44544,12544,1
44800,12544,1
45056,12544,1
45312,12544,1
45568,12544,1
45824,12544,1
46080,12544,1
46336,12544,1
46592,12544,1
46848,12544,1
47104,12544,1
47360,12544,1
47616,12544,1
47872,12544,1
48128,12544,1
48384,12544,1
48640,12544,1
48896,12544,1
49152,12544,1
49408,12544,1
49664,12544,1
49920,12544,1
50176,12544,1
50432,12544,1
50688,12544,1
50944,12544,1
51200,12544,1
51456,12544,1
51712,12544,1
51968,12544,1
52224,12544,1
52480,12544,1
52736,12544,1
52992,12544,1
53248,12544,1
53504,12544,1
53760,12544,1
54016,12544,1
54272,12544,1
54528,12544,1
54784,12544,1
55040,12544,1
55296,12544,1
55552,12544,1
68864,12544,1
69120,12544,1
69376,12544,1
69632,12544,1
69888,12544,1
70144,12544,1
70400,12544,1
70656,12544,1
31488,12800,1
31744,12800,1
32000,12800,1
32256,12800,1
32512,12800,1
32768,12800,1
33024,12800,1
33280,12800,1
33536,12800,1
33792,12800,1
34048,12800,1
34304,12800,1
34560,12800,1
34816,12800,1
35072,12800,1
35328,12800,1
35584,12800,1
35840,12800,1
36096,12800,1
36352,12800,1
36608,12800,1
36864,12800,1
37120,12800,1
37376,12800,1
37632,12800,1
37888,12800,1
38144,12800,1
38400,12800,1
38656,12800,1
38912,12800,1
39168,12800,1
39424,12800,1
39680,12800,1
39936,12800,1
40192,12800,1
40448,12800,1
40704,12800,1
40960,12800,1
41216,12800,1
41472,12800,1
41728,12800,1
41984,12800,1
42240,12800,1
42496,12800,1
42752,12800,1
43008,12800,1
43264,12800,1
43520,12800,1
43776,12800,1
44032,12800,1
44288,12800,1
44544,12800,1
44800,12800,1
45056,12800,1
45312,12800,1
45568,12800,1
45824,12800,1
46080,12800,1
46336,12800,1
46592,12800,1
46848,12800,1
47104,12800,1
47360,12800,1
47616,12800,1
47872,12800,1
48128,12800,1
48384,12800,1
48640,12800,1
48896,12800,1
49152,12800,1
49408,12800,1
49664,12800,1
49920,12800,1
50176,12800,1
50432,12800,1
50688,12800,1
50944,12800,1
51200,12800,1
51456,12800,1
51712,12800,1
51968,12800,1
52224,12800,1
52480,12800,1
52736,12800,1
52992,12800,1
53248,12800,1
53504,12800,1
53760,12800,1
54016,12800,1
54272,12800,1
54528,12800,1
54784,12800,1
55040,12800,1
55296,12800,1
55552,12800,1
68608,12800,1
68864,12800,1
69120,12800,1
69376,12800,1
69632,12800,1
69888,12800,1
70144,12800,1
70400,12800,1
70656,12800,1
70912,12800,1
71168,12800,1
30720,13056,1
30976,13056,1
31232,13056,1
31488,13056,1
31744,13056,1
32000,13056,1
32256,13056,1
32512,13056,1
32768,13056,1
33024,13056,1
33280,13056,1
33536,13056,1
33792,13056,1
34048,13056,1
34304,13056,1
34560,13056,1
34816,13056,1
35072,13056,1
35328,13056,1
35584,13056,1
35840,13056,1
36096,13056,1
36352,13056,1
36608,13056,1
36864,13056,1
37120,13056,1
37376,13056,1
37632,13056,1
37888,13056,1
38144,13056,1
38400,13056,1
38656,13056,1
38912,13056,1
39168,13056,1
39424,13056,1
39680,13056,1
39936,13056,1
40192,13056,1
40448,13056,1
40704,13056,1
40960,13056,1
41216,13056,1
41472,13056,1
41728,13056,1
41984,13056,1
42240,13056,1
42496,13056,1
42752,13056,1
43008,13056,1
43264,13056,1
43520,13056,1
43776,13056,1
44032,13056,1
44288,13056,1
44544,13056,1
44800,13056,1
45056,13056,1
45312,13056,1
45568,13056,1
45824,13056,1
46080,13056,1
46336,13056,1
46592,13056,1
46848,13056,1
47104,13056,1
47360,13056,1
47616,13056,1
47872,13056,1
48128,13056,1
48384,13056,1
48640,13056,1
48896,13056,1
49152,13056,1
49408,13056,1
49664,13056,1
49920,13056,1
50176,13056,1
50432,13056,1
50688,13056,1
50944,13056,1
51200,13056,1
51456,13056,1
51712,13056,1
51968,13056,1
52224,13056,1
52480,13056,1
52736,13056,1
52992,13056,1
53248,13056,1
53504,13056,1
53760,13056,1
54016,13056,1
54272,13056,1
54528,13056,1
54784,13056,1
55040,13056,1
55296,13056,1
55552,13056,1
55808,13056,1
56064,13056,1
68352,13056,1
68608,13056,1
68864,13056,1
69120,13056,1
69376,13056,1
69632,13056,1
69888,13056,1
70144,13056,1
70400,13056,1
70656,13056,1
70912,13056,1
71168,13056,1
71424,13056,1
71680,13056,1
71936,13056,1
72192,13056,1
72448,13056,1
72704,13056,1
72960,13056,1
30208,13312,1
30464,13312,1
30720,13312,1
30976,13312,1
31232,13312,1
31488,13312,1
31744,13312,1
32000,13312,1
32256,13312,1
32512,13312,1
32768,13312,1
33024,13312,1
33280,13312,1
33536,13312,1
33792,13312,1
34048,13312,1
34304,13312,1
34560,13312,1
34816,13312,1
35072,13312,1
35328,13312,1
35584,13312,1
35840,13312,1
36096,13312,1
36352,13312,1
36608,13312,1
36864,13312,1
37120,13312,1
37376,13312,1
37632,13312,1
37888,13312,1
38144,13312,1
38400,13312,1
38656,13312,1
38912,13312,1
39168,13312,1
39424,13312,1
39680,13312,1
39936,13312,1
40192,13312,1
40448,13312,1
40704,13312,1
40960,13312,1
41216,13312,1
41472,13312,1
41728,13312,1
41984,13312,1
42240,13312,1
42496,13312,1
42752,13312,1
43008,13312,1
43264,13312,1
43520,13312,1
43776,13312,1
44032,13312,1
44288,13312,1
44544,13312,1
44800,13312,1
45056,13312,1
45312,13312,1
45568,13312,1
45824,13312,1
46080,13312,1
46336,13312,1
46592,13312,1
46848,13312,1
47104,13312,1
47360,13312,1
47616,13312,1
47872,13312,1
48128,13312,1
48384,13312,1
48640,13312,1
48896,13312,1
49152,13312,1
49408,13312,1
49664,13312,1
49920,13312,1
50176,13312,1
50432,13312,1
50688,13312,1
50944,13312,1
51200,13312,1
51456,13312,1
51712,13312,1
51968,13312,1
52224,13312,1
52480,13312,1
52736,13312,1
52992,13312,1
53248,13312,1
53504,13312,1
53760,13312,1
54016,13312,1
54272,13312,1
54528,13312,1
54784,13312,1
55040,13312,1
55296,13312,1
55552,13312,1
55808,13312,1
56064,13312,1
56320,13312,1
56576,13312,1
67840,13312,1
68096,13312,1
68352,13312,1
68608,13312,1
68864,13312,1
69120,13312,1
69376,13312,1
69632,13312,1
69888,13312,1
70144,13312,1
70400,13312,1
70656,13312,1
70912,13312,1
71168,13312,1
71424,13312,1
71680,13312,1
71936,13312,1
72192,13312,1
72448,13312,1
72704,13312,1
72960,13312,1
73216,13312,1
73472,13312,1
73728,13312,1
73984,13312,1
74240,13312,1
74496,13312,1
74752,13312,1
75008,13312,1
29696,13568,1
29952,13568,1
30208,13568,1
30464,13568,1
30720,13568,1
30976,13568,1
31232,13568,1
31488,13568,1
31744,13568,1
32000,13568,1
32256,13568,1
32512,13568,1
32768,13568,1
33024,13568,1
33280,13568,1
33536,13568,1
33792,13568,1
34048,13568,1
34304,13568,1
34560,13568,1
34816,13568,1
35072,13568,1
35328,13568,1
35584,13568,1
35840,13568,1
36096,13568,1
36352,13568,1
36608,13568,1
36864,13568,1
37120,13568,1
37376,13568,1
37632,13568,1
37888,13568,1
38144,13568,1
38400,13568,1
38656,13568,1
38912,13568,1
39168,13568,1
39424,13568,1
39680,13568,1
39936,13568,1
40192,13568,1
40448,13568,1
40704,13568,1
40960,13568,1
41216,13568,1
41472,13568,1
41728,13568,1
41984,13568,1
42240,13568,1
42496,13568,1
42752,13568,1
43008,13568,1
43264,13568,1
43520,13568,1
43776,13568,1
44032,13568,1
44288,13568,1
44544,13568,1
44800,13568,1
45056,13568,1
45312,13568,1
45568,13568,1
45824,13568,1
46080,13568,1
46336,13568,1
46592,13568,1
46848,13568,1
47104,13568,1
47360,13568,1
47616,13568,1
47872,13568,1
48128,13568,1
48384,13568,1
48640,13568,1
48896,13568,1
49152,13568,1
49408,13568,1
49664,13568,1
49920,13568,1
50176,13568,1
50432,13568,1
50688,13568,1
50944,13568,1
51200,13568,1
51456,13568,1
51712,13568,1
51968,13568,1
52224,13568,1
52480,13568,1
52736,13568,1
52992,13568,1
53248,13568,1
53504,13568,1
53760,13568,1
54016,13568,1
54272,13568,1
54528,13568,1
54784,13568,1
55040,13568,1
55296,13568,1
55552,13568,1
55808,13568,1
56064,13568,1
56320,13568,1
56576,13568,1
56832,13568,1
57088,13568,1
57344,13568,1
57600,13568,1
58368,13568,1
67072,13568,1
67328,13568,1
67584,13568,1
67840,13568,1
68096,13568,1
68352,13568,1
68608,13568,1
68864,13568,1
69120,13568,1
69376,13568,1
69632,13568,1
69888,13568,1
70144,13568,1
70400,13568,1
70656,13568,1
70912,13568,1
71168,13568,1
71424,13568,1
71680,13568,1
71936,13568,1
72192,13568,1
72448,13568,1
72704,13568,1
72960,13568,1
73216,13568,1
73472,13568,1
73728,13568,1
73984,13568,1
74240,13568,1
74496,13568,1
74752,13568,1
75008,13568,1
75264,13568,1
75520,13568,1
75776,13568,1
76032,13568,1
76288,13568,1
76544,13568,1
76800,13568,1
77056,13568,1
77312,13568,1
77568,13568,1
77824,13568,1
78080,13568,1
78336,13568,1
78592,13568,1
78848,13568,1
26368,13824,1
26880,13824,1
29184,13824,1
29440,13824,1
29696,13824,1
29952,13824,1
30208,13824,1
30464,13824,1
30720,13824,1
30976,13824,1
31232,13824,1
31488,13824,1
31744,13824,1
32000,13824,1
32256,13824,1
32512,13824,1
32768,13824,1
33024,13824,1
33280,13824,1
33536,13824,1
33792,13824,1
34048,13824,1
34304,13824,1
34560,13824,1
34816,13824,1
35072,13824,1
35328,13824,1
35584,13824,1
35840,13824,1
36096,13824,1
36352,13824,1
36608,13824,1
36864,13824,1
37120,13824,1
37376,13824,1
37632,13824,1
37888,13824,1
38144,13824,1
38400,13824,1
38656,13824,1
38912,13824,1
39168,13824,1
39424,13824,1
39680,13824,1
39936,13824,1
40192,13824,1
40448,13824,1
40704,13824,1
40960,13824,1
41216,13824,1
41472,13824,1
41728,13824,1
41984,13824,1
42240,13824,1
42496,13824,1
42752,13824,1
43008,13824,1
43264,13824,1
43520,13824,1
43776,13824,1
44032,13824,1
44288,13824,1
44544,13824,1
44800,13824,1
45056,13824,1
45312,13824,1
45568,13824,1
45824,13824,1
46080,13824,1
46336,13824,1
46592,13824,1
46848,13824,1
47104,13824,1
47360,13824,1
47616,13824,1
47872,13824,1
48128,13824,1
48384,13824,1
48640,13824,1
48896,13824,1
49152,13824,1
49408,13824,1
49664,13824,1
49920,13824,1
50176,13824,1
50432,13824,1
50688,13824,1
50944,13824,1
51200,13824,1
51456,13824,1
51712,13824,1
51968,13824,1
52224,13824,1
52480,13824,1
52736,13824,1
52992,13824,1
53248,13824,1
53504,13824,1
53760,13824,1
54016,13824,1
54272,13824,1
54528,13824,1
54784,13824,1
55040,13824,1
55552,13824,1
55808,13824,1
56064,13824,1
56320,13824,1
56576,13824,1
56832,13824,1
57088,13824,1
57344,13824,1
57600,13824,1
57856,13824,1
58112,13824,1
58368,13824,1
58624,13824,1
59392,13824,1
66816,13824,1
67072,13824,1
67328,13824,1
67584,13824,1
67840,13824,1
68096,13824,1
68352,13824,1
68608,13824,1
68864,13824,1
69120,13824,1
69376,13824,1
69632,13824,1
69888,13824,1
70144,13824,1
70400,13824,1
70656,13824,1
70912,13824,1
71168,13824,1
